word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
sneren,4,2.5,1.18,10,5,15,3,18,0.611111111,13.09090909,2.211539982
snerken,4,2,1.26,6,9,15,4,18,0.166666667,13,5.291502622
snerpen,5,2.77,1.24,13,2,15,1,18,0.5,11.55555556,2.45515331
snert,2,2.57,1.27,7,8,15,NA,NA,NA,NA,NA
snertvent,1,2.67,1.23,15,0,15,2,20,0.7,11,3.419401657
snertweer,5,2.73,0.88,15,0,15,3,18,0.833333333,11.4,3.018987531
sneu,5,1.8,0.86,15,0,15,4,18,1,9.833333333,2.995094028
sneukelen,5,2.5,1.29,4,11,15,1,18,0.555555556,10.9,3.381321241
sneuvelen,4,2.87,0.99,15,0,15,2,20,1,10.05,2.605156829
sneven,5,2,0,2,13,15,3,18,0.166666667,11.66666667,2.886751346
snibbig,5,2.09,0.94,11,4,15,4,18,0.611111111,10.63636364,3.471965647
sniffen,1,3.69,1.25,13,2,15,2,20,0.8,9,2.633122354
snijbloem,3,4.47,0.64,15,0,15,1,18,0.777777778,9.642857143,2.619663597
snijboon,1,4.87,0.35,15,0,15,2,20,1,8.1,3.110254686
snijbrander,1,4.29,0.73,14,1,15,3,18,0.722222222,13.46153846,3.12557687
snijden,5,4.13,1.06,15,0,15,NA,NA,NA,NA,NA
snijder,3,3.57,1.09,14,1,15,4,18,0.944444444,9.352941176,3.371594142
snijplank,3,4.53,0.64,15,0,15,1,18,1,7.833333333,2.307277489
snijpunt,2,3.33,1.23,15,0,15,2,20,1,10.3,2.273416164
snijtand,2,4.53,0.74,15,0,15,3,18,1,8.777777778,1.832887646
snijwond,4,4.4,0.51,15,0,15,4,18,1,8.222222222,2.462795054
snijwonde,1,4.67,0.49,15,0,15,1,18,1,7.5,2.176073096
snijworst,4,4.21,1.05,14,1,15,2,20,0.7,7.5,3.299184048
snik,1,3.8,1.26,15,0,15,NA,NA,NA,NA,NA
snikheet,4,3.4,1.24,15,0,15,3,18,1,8,2.029198625
snikkel,4,3.83,1.6,6,9,15,4,18,0.388888889,11.57142857,4.995235826
snikken,4,3.73,1.39,15,0,15,NA,NA,NA,NA,NA
snip,5,3,2,11,4,15,1,18,0.722222222,9.846153846,1.908147175
snipper,1,4.6,0.51,15,0,15,2,20,0.95,7.631578947,3.562310834
snipperdag,2,1.77,1.24,13,2,15,3,18,0.944444444,12.58823529,4.243507151
snipperen,4,3.53,1.3,15,0,15,4,18,0.944444444,8.529411765,3.607590038
snippers,4,4.2,1.21,15,0,15,1,18,1,7.555555556,2.175322078
snit,1,4.13,0.64,15,0,15,NA,NA,NA,NA,NA
snob,3,2.8,1.47,15,0,15,NA,NA,NA,NA,NA
snobisme,1,1.67,0.9,15,0,15,2,20,0.95,13.15789474,3.201790435
snobistisch,2,1.6,0.91,15,0,15,NA,NA,NA,NA,NA
snoeien,1,4.4,0.63,15,0,15,3,18,1,8.277777778,2.371536002
snoeihard,1,2,1.22,13,2,15,4,18,0.833333333,10.6,2.898275349
snoeisel,4,4.33,0.72,15,0,15,1,18,0.944444444,9.529411765,2.60090482
snoek,2,4.86,0.53,14,1,15,NA,NA,NA,NA,NA
snoep,1,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
snoepen,1,4.53,0.64,15,0,15,2,20,1,5,2.533979604
snoeper,2,2.93,1.1,15,0,15,3,18,1,6.777777778,2.04523997
snoepgoed,2,4.13,0.92,15,0,15,4,18,1,6.333333333,2.249182858
snoepje,1,4.73,0.46,15,0,15,1,18,1,4.888888889,2.16628956
snoepreisje,1,2.5,1.09,14,1,15,2,20,0.95,10.63157895,3.861642229
snoepwinkel,5,4.07,0.96,15,0,15,3,18,1,6.277777778,1.808657466
snoer,2,4.4,0.74,15,0,15,NA,NA,NA,NA,NA
snoeren,5,3.73,1.39,15,0,15,NA,NA,NA,NA,NA
snoes,3,2.62,1.5,13,2,15,4,18,1,10.33333333,3.289913283
snoeshaan,3,4,1.15,7,8,15,1,18,0.611111111,12.09090909,3.330301652
snoet,3,3.73,1.16,15,0,15,NA,NA,NA,NA,NA
snoeven,2,2.57,0.79,7,8,15,2,20,0.3,12.33333333,2.875181154
snoever,2,2.4,1.14,5,10,15,3,18,0.277777778,9.4,3.130495168
snoezepoes,4,2.57,1.45,14,1,15,4,18,1,9.111111111,3.953983678
snoezig,4,2.27,0.7,15,0,15,1,18,1,8.833333333,2.502939448
snok,5,3.08,1.51,12,3,15,2,20,0.75,8.8,3.277629806
snokken,3,2.92,1.38,13,2,15,3,18,1,9.777777778,3.523960932
snol,5,2.42,1.24,12,3,15,4,18,0.944444444,10.64705882,3.6390448
snood,4,1.9,0.88,10,5,15,1,18,0.722222222,11.07692308,2.871165224
snoodaard,4,2.2,0.94,15,0,15,2,20,0.95,9.631578947,2.650168261
snooker,1,4.71,0.47,14,1,15,3,18,1,10.38888889,2.615314375
snor,5,4.8,0.56,15,0,15,NA,NA,NA,NA,NA
snorfiets,2,4.4,0.83,15,0,15,4,18,0.777777778,10.14285714,3.183059555
snorhaar,2,4.53,0.64,15,0,15,1,18,1,7.333333333,2.612188625
snorharen,1,4.53,0.74,15,0,15,2,20,1,6.9,1.997366687
snorkel,5,4.47,0.99,15,0,15,3,18,1,8,2.42535625
snorkelen,1,4.4,0.74,15,0,15,4,18,1,9.555555556,2.661760192
snorren,1,4.43,0.51,14,1,15,1,18,0.944444444,8.647058824,2.977859476
snot,2,4.67,0.62,15,0,15,NA,NA,NA,NA,NA
snotaap,5,2.07,0.8,15,0,15,2,20,1,6.7,2.178845663
snotlap,3,3.08,1.38,12,3,15,3,18,0.888888889,10.3125,3.978588527
snotneus,3,3.53,1.19,15,0,15,NA,NA,NA,NA,NA
snottebel,4,4.13,1.19,15,0,15,4,18,1,4.555555556,2.571843519
snotteren,1,3.93,1.1,15,0,15,1,18,1,7.222222222,2.510110275
snotvalling,2,3.73,0.7,15,0,15,2,20,0.9,7.333333333,2.275185836
snowboard,3,4.73,0.46,15,0,15,3,18,1,10.33333333,2.196253494
snowboarden,4,4.4,1.06,15,0,15,4,18,1,10.88888889,3.065728757
snuf,1,3.82,1.08,11,4,15,1,18,0.833333333,9.266666667,2.914659173
snuffelen,5,3.73,1.03,15,0,15,2,20,1,6.6,2.521486612
snufje,4,3.2,1.01,15,0,15,3,18,1,9.611111111,3.031964785
snugger,4,1.93,0.59,15,0,15,NA,NA,NA,NA,NA
snuifje,3,3.47,1.13,15,0,15,4,18,1,9.333333333,3.307744922
snuisteren,1,2.5,1.02,14,1,15,1,18,0.722222222,11,2.549509757
snuisterij,3,1.93,1.21,14,1,15,2,20,1,11.15,2.852053738
snuit,5,4.47,0.74,15,0,15,NA,NA,NA,NA,NA
snuiten,2,4.27,0.88,15,0,15,NA,NA,NA,NA,NA
snuiter,5,2.46,1.2,13,2,15,3,18,0.944444444,9.176470588,2.811478573
snuiven,4,3.87,1.3,15,0,15,NA,NA,NA,NA,NA
snuiver,4,4.17,0.72,12,3,15,4,18,0.944444444,11.29411765,2.9104275
snul,2,2.33,1.23,15,0,15,1,18,0.777777778,9.785714286,2.293085641
snurken,1,4.53,0.52,15,0,15,NA,NA,NA,NA,NA
sober,1,2.33,1.05,15,0,15,NA,NA,NA,NA,NA
sociaal,5,2,1.07,15,0,15,NA,NA,NA,NA,NA
socialisatie,4,1.87,1.06,15,0,15,2,20,0.95,14.21052632,1.652571981
socialiseren,3,1.67,0.9,15,0,15,3,18,0.944444444,13.05882353,2.045439691
socialisme,4,1.73,1.1,15,0,15,4,18,1,12.94444444,3.038424945
socialist,2,1.93,1.39,15,0,15,1,18,1,12.83333333,2.502939448
socialistisch,3,1.33,0.62,15,0,15,2,20,1,13.15,2.390221307
sociëteit,2,1.47,0.83,15,0,15,3,18,1,15.11111111,1.745208192
sociologie,3,1.47,0.92,15,0,15,4,18,1,15.05555556,3.189545832
sociologisch,3,1.47,0.64,15,0,15,1,18,1,14,3.067859955
socioloog,4,2.87,0.99,15,0,15,2,20,1,14.75,3.640054945
sociopaat,5,1.86,0.77,14,1,15,3,18,1,14.16666667,2.874840149
soda,1,4.4,0.91,15,0,15,4,18,1,12.38888889,3.012501187
sodawater,3,4.43,0.76,14,1,15,1,18,1,11.38888889,3.031964785
sodemieteren,1,1.67,0.72,15,0,15,2,20,0.95,12.15789474,2.929982137
sodomie,5,2.82,1.25,11,4,15,3,18,0.555555556,14.9,1.197219
soebatten,4,1.75,1.5,4,11,15,4,18,0.277777778,14.6,4.50555213
soelaas,5,1.73,1.19,11,4,15,1,18,0.777777778,12.57142857,2.901307019
soep,5,4.73,0.59,15,0,15,NA,NA,NA,NA,NA
soepbeen,4,4.17,0.94,12,3,15,2,20,0.95,10.57894737,2.433922063
soepbord,3,4.73,0.46,15,0,15,3,18,1,5.944444444,1.513555309
soepel,4,2.73,1.1,15,0,15,NA,NA,NA,NA,NA
soepkip,4,4.33,0.82,15,0,15,4,18,1,9.722222222,3.339699803
soepkom,3,4.73,0.46,15,0,15,1,18,1,7,2.497057091
soeplepel,2,4.93,0.26,15,0,15,2,20,1,5.5,2.66556995
soes,3,4.07,1.21,14,1,15,3,18,0.888888889,7.375,1.962141687
soesa,4,3.67,1.15,3,12,15,4,18,0.111111111,13.5,0.707106781
soeverein,3,1.85,1.14,13,2,15,1,18,0.944444444,13.29411765,3.601470288
soevereiniteit,3,1.27,0.59,15,0,15,2,20,0.9,14.83333333,1.617914416
soezen,3,3.4,1.35,15,0,15,3,18,0.944444444,9.352941176,2.998774259
sof,4,2.83,1.47,6,9,15,4,18,0.333333333,14.83333333,3.311595789
sofa,2,4.87,0.35,15,0,15,NA,NA,NA,NA,NA
soft,2,2.33,1.11,15,0,15,NA,NA,NA,NA,NA
softbal,1,4.4,0.74,15,0,15,1,18,1,11.16666667,3.222165877
softie,2,2.2,1.15,15,0,15,2,20,1,10.9,2.770141551
softijs,5,4.67,0.62,15,0,15,3,18,1,8.388888889,3.201817294
software,4,2.73,1.28,15,0,15,4,18,1,12,2.930569108
soigneren,3,2.64,1.01,14,1,15,1,18,0.944444444,10.76470588,2.948080133
soiree,1,2.43,1.5,14,1,15,2,20,1,13.65,1.814415956
soja,2,3.93,1.33,15,0,15,NA,NA,NA,NA,NA
sojabonen,1,4.8,0.41,15,0,15,3,18,1,12.11111111,3.065728757
sok,3,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
sokkel,2,3.33,1.45,15,0,15,NA,NA,NA,NA,NA
sokken,2,5,0,15,0,15,4,18,1,6.166666667,3.091734712
sol,1,3.75,1.42,12,3,15,1,18,0.888888889,10.1875,2.344319375
solaas,1,1.9,1.37,10,5,15,3,18,0.666666667,14.08333333,1.975225342
solarium,1,4.38,0.77,13,2,15,2,20,0.85,13.05882353,4.17538304
soldaat,1,4.27,0.96,15,0,15,NA,NA,NA,NA,NA
solde,4,3,1.15,10,5,15,3,18,0.5,9.888888889,2.02758751
soldeerbout,3,4.67,0.49,15,0,15,4,18,0.833333333,12.2,3.384840152
solden,3,3.07,1.03,15,0,15,1,18,0.944444444,9.705882353,3.331004088
solderen,5,3.64,1.28,14,1,15,2,20,0.9,12.5,3.294380242
soldij,4,3.44,1.13,9,6,15,3,18,0.777777778,12.92857143,2.673640149
solfer,2,4,1.67,6,9,15,4,18,0.5,11.66666667,3.391164992
solidair,4,1.8,0.56,15,0,15,1,18,1,12,2.057983022
solidariteit,3,1.47,0.92,15,0,15,2,20,1,11.9,2.552604449
solide,4,2.17,0.94,12,3,15,NA,NA,NA,NA,NA
solipsisme,5,2.5,0.71,2,13,15,3,18,0.277777778,17.2,0.836660027
solist,3,3.07,1.58,15,0,15,4,18,0.944444444,10.70588235,2.845274721
solitair,1,2.08,0.95,13,2,15,1,18,0.944444444,13,3.142451272
sollen,1,2.5,1.34,14,1,15,NA,NA,NA,NA,NA
sollicitant,2,2.87,1.25,15,0,15,2,20,1,12.65,2.641271624
sollicitatie,4,2.53,1.13,15,0,15,3,18,1,12.11111111,1.936913521
solliciteren,2,2.73,1.1,15,0,15,4,18,1,11.66666667,2.70076242
solo,4,2.87,1.3,15,0,15,NA,NA,NA,NA,NA
solsleutel,2,3.93,1.1,15,0,15,1,18,0.722222222,10,3.366501646
solutie,2,2.46,1.39,13,2,15,2,20,0.9,13,2.300894967
solvabel,3,1.83,1.03,12,3,15,3,18,0.944444444,14.29411765,2.257340966
solvabiliteit,5,1.45,1.21,11,4,15,4,18,0.888888889,15.9375,4.296801136
som,4,3.53,1.19,15,0,15,NA,NA,NA,NA,NA
somatisch,3,1.5,0.65,14,1,15,1,18,0.777777778,15.35714286,4.235511827
somber,4,2.33,0.82,15,0,15,NA,NA,NA,NA,NA
somberheid,1,2,0.76,15,0,15,NA,NA,NA,NA,NA
somberte,1,2.17,1.11,12,3,15,2,20,0.85,10.82352941,2.811478573
sombrero,5,4.64,0.63,14,1,15,3,18,0.944444444,11,2.645751311
sommatie,4,2.75,1.22,12,3,15,4,18,0.888888889,13.0625,2.644963768
sommelier,5,3.33,1.44,12,3,15,1,18,0.833333333,13.2,2.512824251
sommeren,4,2.38,0.87,13,2,15,2,20,0.85,10.94117647,2.925546706
sommige,1,1.6,1.06,15,0,15,3,18,1,6.611111111,2.252812331
sommigen,1,1.4,0.63,15,0,15,4,18,1,7.388888889,2.004080804
somnambule,3,NA,NA,0,15,15,1,18,0.166666667,16.66666667,1.527525232
somnambulisme,5,2,1.15,4,11,15,2,20,0.35,16.28571429,4.070801957
somptueus,2,2,0,1,14,15,3,18,0.277777778,14.6,3.130495168
soms,5,1.33,0.62,15,0,15,4,18,1,6.777777778,3.059326253
somtijds,5,1.4,0.97,10,5,15,1,18,0.666666667,11.41666667,2.778434266
sonar,1,3.73,1.1,11,4,15,2,20,0.75,14.06666667,2.737743249
sonate,3,3.18,1.47,11,4,15,3,18,0.777777778,12.78571429,3.886437392
sonatine,4,3,1.22,5,10,15,4,18,0.222222222,13.5,5
sonde,4,4.07,1.22,15,0,15,6,74,0.986486486,12.54794521,3.14042237
