word_chinese_simplified,translate_word_english,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,imagine_mean,imagine_sd,avaliability_mean,avaliability_sd,rt_mean,rt_sd,accuracy_mean,accuracy_sd
小人,con man,4.95,2.28,4.85,1.81,4.98,0.98,4.97,1.98,5.24,2.24,6.24,1.7,531.49,51.78,0.885,0.022
小偷,thief,6.31,0.45,6.08,0.69,5.03,1.12,3.5,0.67,6.1,2.09,5.26,0.88,525.89,49.6,0.905,0.037
校园,campus,7.27,1.75,5.97,0.52,6.83,1.15,6.47,2.05,7.03,1.04,6.65,1.27,580.25,54.77,0.884,0.007
笑脸,smiley face,7.83,0.76,6.33,2.06,5.77,0.37,7.8,0.75,6.32,0.49,6.55,1.58,621,22.62,0.955,0.036
笑容,smile,7.27,1.01,6.63,0.49,7.27,0.4,7.83,0.91,7.23,1.26,6.81,0.98,508.46,52.49,0.894,0.049
效率,efficiency,5.75,2.34,5.54,1.53,6.96,1.73,6.21,1.27,7.27,0.59,6.91,1.25,571.52,55.03,0.927,0.057
蝎子,scorpion,2.2,1.92,5.8,0.98,3.8,1.95,3.2,1.13,4.88,0.6,5.28,1.43,509.47,23.34,0.953,0.05
新奇,novelty,2.83,2.09,6.36,1.87,6.83,1.84,6.19,0.81,6.67,1.36,6.42,1.51,548.92,40.18,0.928,0.057
信念,faith,7.17,1.32,6.46,2,6.29,0.9,6.54,0.67,6.61,1.18,6.14,0.47,510.59,34.31,0.927,0.05
信任,trust,6.57,0.34,5.57,0.52,4.32,1.07,6.39,1.46,3.93,1.46,5.54,1.51,508.02,22.44,0.907,0.039
信息,information,5.68,1.2,3.4,0.96,5.57,0.72,5.11,1.04,7.41,2.12,7.09,1.82,564.46,63.57,0.935,0.022
星空,stary night,7.4,0.73,4.99,1.26,2.87,0.27,6.33,1.05,4,0.95,5.06,1.09,475.57,52.58,0.947,0.012
兴奋,excited,7.57,0.62,6.13,1.17,7.23,1.02,6.47,0.85,7.63,0.62,7.11,0.31,604.88,36.66,0.899,0.066
凶悍,ferocious,2.8,1.35,3.9,1.34,5.13,1.18,5.63,1.38,4.67,0.61,5.46,0.34,495.48,47.61,0.903,0.031
凶手,criminal,1.68,2.21,6.57,1.42,4.43,1.46,4.86,0.88,4.86,0.92,4.8,0.57,546.15,60.89,0.91,0.015
兄弟,brothers,6.23,2.07,5.36,1.99,7.32,0.73,6.59,1.9,7.66,1.11,6.55,1.48,635.26,49.7,0.902,0.049
雄伟,magnificent,5.48,1.6,6.11,0.43,5.83,0.63,6,1.61,5.48,1.45,5.49,0.87,502.61,29.59,0.89,0.015
熊猫,panda,6.51,2.29,6.59,0.72,6.95,1.31,6.1,1.28,7.63,0.39,6.94,1.47,632.6,25.59,0.922,0.037
修女,nun,2.07,1.86,6.77,1.73,6.17,1.4,4.63,1.88,5.3,1.54,4.99,0.83,641.3,48.97,0.891,0.055
绣球,silk ball,5.27,2.21,5.63,1.32,3.67,1.91,5.43,0.83,5.16,1.66,6.01,1.36,585.51,40.45,0.937,0.007
虚弱,weak,6.58,1.34,5.61,0.96,5.39,0.72,5.46,1.3,6.92,2.12,6.75,1.18,506.12,61.16,0.911,0.011
虚伪,fake,3.53,1.01,6.35,0.66,5.19,1.99,4.87,1.67,6.99,0.62,6.67,1.01,565.41,40.21,0.92,0.049
旭日,rising sun,7,0.96,5.51,0.74,7.46,0.56,6.37,1.13,7.73,1.59,7.05,0.45,502.65,46.88,0.959,0.041
悬崖,cliff,2.1,0.42,6.37,1.8,4.71,0.93,5.85,1.06,5.11,0.72,5.2,1.82,510.31,62.72,0.903,0.01
学识,knowledge,6.73,0.65,4.23,1.73,6.77,0.24,6.23,2.04,5.89,2,5.55,1.24,555.22,60.08,0.92,0.043
学问,knowledge,5.77,0.61,3.29,1.76,4.86,1.63,5.77,0.87,4.81,0.96,5.38,0.75,530.91,35.29,0.918,0.036
雪花,snowflake,6.63,2.11,6.46,1.28,7.1,0.9,7.27,1.3,8.05,1.62,7.52,0.74,568.06,63.69,0.925,0.046
雪茄,cigar,3.04,1.94,6.82,1.93,4.11,1.21,4.61,0.79,5.21,0.81,5.56,1.4,576.69,33.78,0.909,0.057
雪人,snowman,6.51,2.33,5.29,0.57,7.02,0.75,7.05,1.82,7.72,2.12,6.89,1.08,550.57,55.74,0.931,0.019
雪山,snow mountain,4.1,0.38,4.85,1.05,6.71,0.47,6.34,1.26,7.62,0.89,6.73,1.44,584.44,50.45,0.919,0.059
血迹,blood stain,4.33,0.39,3.23,1.26,4.32,1.43,3.14,0.66,5.45,0.53,4.95,1.07,541.3,61.29,0.959,0.01
鸦片,opium,5.14,0.4,3.59,0.77,4.36,1.46,2.68,1.43,4.74,0.48,4.76,1.72,573.78,24.69,0.916,0.038
蚜虫,aphides,2.14,1.43,5.89,1.07,3.57,0.4,4.46,0.95,3.74,2.08,4.66,1.19,559.65,36.78,0.958,0.053
胭脂,blush on face,4.32,2.08,4.55,1.34,3.45,0.26,4,1.47,3.61,1.03,4.45,1.62,589.44,41.81,0.944,0.05
烟花,fireworks,5.15,0.54,4.32,0.93,6.59,1.14,6.44,1.24,7.15,2.12,6.78,1.89,570.37,53.88,0.902,0.06
烟灰,cigarette ash,4.73,2.04,4.37,1.97,3.17,0.69,5.9,0.69,3.9,1.76,5.14,1.08,527.44,42.72,0.899,0.025
掩盖,cover up,5.97,0.52,5.57,1.5,5.97,0.57,4.69,1.42,6.42,1.91,5.79,0.84,512.3,25.94,0.923,0.053
掩饰,cover up,2.19,1.64,6.86,2.02,4.5,0.96,4.23,1.51,4.65,1.6,5.07,1.82,475.49,57.24,0.943,0.025
眼泪,tears,2.6,1.57,6.47,0.55,3.27,0.83,4.97,0.62,4.29,1.82,5.03,1.1,466.01,61.11,0.881,0.05
厌恶,disgust,6.96,1.32,6.43,0.6,4.32,0.58,3.83,0.86,5.05,2.11,4.81,1.44,495.15,32.68,0.91,0.025
艳丽,bright and colorful,4.89,2.11,5.37,1.2,4.09,0.69,3,0.88,4.34,1.5,4.34,0.73,581.7,50.3,0.89,0.018
宴会,banquet,6.34,0.75,5.12,1.83,6,1.91,6.1,1.47,5.92,2.07,5.75,1.06,605.59,50.97,0.941,0.047
赝品,conterfeit,6.53,1.34,6.43,1.53,6.7,0.7,6.13,0.91,6.73,1.16,6.16,1.03,502.78,23.74,0.878,0.039
秧歌,yangko (a popular rural folk dance),6.34,1.95,6.18,1.14,6.5,1.82,5.1,1.45,7.33,1.36,6.36,1.97,594.71,54,0.954,0.021
阳光,sunlight,7.77,0.83,6.77,1.77,4.91,0.48,6.45,1.74,4.32,0.55,4.82,0.83,574.86,51.93,0.932,0.029
洋葱,onion,4.77,2,4.41,1.21,6.32,1.7,5.25,1.75,7.69,2.15,6.64,0.33,531.05,31.06,0.927,0.024
养生,healthy lifestyle,5.43,2.16,6.71,0.72,6.26,1.83,4.66,1.65,6.36,0.97,5.73,0.98,595.96,57.04,0.912,0.051
野蛮,barbarous,6.44,1.44,5.39,0.83,6.44,1.02,6.44,2.08,7.95,1.79,7.54,1.93,605.78,62.47,0.957,0.046
医生,doctor,4.69,0.63,6.86,0.73,7.72,1.61,6.94,1.17,7.77,0.91,7.58,0.5,559.59,40.36,0.918,0.007
依旧,as usual,4.34,0.58,3.8,1.96,3.77,1.19,5.23,1.91,4.25,1.86,5.28,0.55,486.56,37.5,0.919,0.068
依赖,depend,4.25,0.75,4.14,0.72,3.79,0.98,4.36,1.59,4.26,1.98,5.31,1.75,517.68,63.88,0.956,0.04
遗骸,remaimns,4.01,1.76,5.22,0.44,4.83,0.78,3.33,1.7,5.88,1.24,5.59,1.3,566.42,54.8,0.905,0.05
遗体,remains,6.5,2.23,5.13,0.72,5.64,0.67,5.5,1.34,7.03,1.7,6.74,1.04,597.17,58.85,0.92,0.029
遗址,historical remains,5,1.37,4.69,1.09,6.89,1.8,5.56,0.87,7.63,1.47,7.26,0.77,604.39,42.04,0.891,0.008
疑虑,doubt,6.24,0.36,6.22,1.23,6.73,0.94,4.8,0.68,7.1,0.64,5.7,1.43,532.6,44.37,0.877,0.022
阴暗,dark,5.2,0.45,5.11,1.05,5.17,1.07,4.67,0.56,5.3,0.64,5.47,1.98,560.96,40.38,0.929,0.01
阴霾,overcast,4.37,2.02,4.4,1.32,3.23,0.35,4.8,0.93,3.9,1.02,4.88,1.19,563.44,45.39,0.877,0.059
淫秽,dirty,3.95,1.88,4.18,0.69,5.5,0.86,3.67,1.2,6.36,1.95,5.45,1.37,561.15,29.89,0.928,0.026
英雄,hero,1.89,2,6.57,0.82,4.86,1.2,4.64,0.73,6.06,2.14,6.14,0.71,590.4,49.42,0.893,0.054
婴儿,infant,7.17,2.33,6.19,1.99,5.53,0.74,4.93,2.01,5.83,0.88,5.35,0.69,543,58.6,0.898,0.068
樱花,sakura,7.03,2.11,5.07,1.08,6.77,1.26,6.3,1.74,6.58,1.45,6.14,0.57,573.32,41.55,0.881,0.062
营养,nutrition,4.83,0.58,5.2,0.78,3.37,0.84,5.6,1.33,3.49,0.78,4.52,1.76,543.27,34.98,0.905,0.021
影子,shadow,6.05,2.18,5.32,1.72,4.18,1.42,5.07,1.68,5.08,0.83,5.72,0.61,546.58,44.23,0.914,0.058
硬币,coin,5.11,0.99,4.26,0.6,6.11,1.87,5.14,1.17,6.11,0.64,6.28,1.79,505.08,34.71,0.948,0.015
拥抱,hug,7.08,0.4,7.08,1.73,6.89,0.24,7.97,1.25,6.95,1.81,6.95,0.38,552.47,26.2,0.922,0.017
拥挤,crowded,4.23,0.37,5.97,1.48,6.26,1.4,6.11,1.36,7.7,0.99,7.32,1.85,569.14,56.03,0.922,0.068
勇敢,brave,7.61,0.54,6.75,1.22,4.92,0.88,6.53,0.97,5.58,1.05,6.14,1.98,527.3,22.99,0.891,0.057
勇士,worrior,7.21,0.86,5.96,0.53,6.32,1.76,6.43,0.77,7.8,1.87,7.07,0.66,569.39,38.68,0.936,0.009
优秀,excellent,1.89,1.81,6.67,1.84,4.25,0.93,4.36,1.61,3.8,0.92,4.77,1.62,491.79,63.59,0.936,0.033
优异,outstanding,4.41,1.66,5.06,0.82,5.14,1.28,5.14,1.58,4.86,0.47,5.24,1.78,527.22,48.84,0.877,0.05
幽暗,gloomy,5.39,1.54,4.67,1.92,5.81,0.29,5.06,0.88,5.07,1.23,5.63,1.01,554.35,54.6,0.94,0.064
邮票,post stamp,5.36,2.07,5.14,0.59,6.46,1.56,6.34,1.19,7.54,1.63,6.46,1.33,520.64,42.69,0.916,0.063
犹豫,hesitate,3.59,1.99,3.95,0.92,3.59,1.66,4.18,1.16,3.18,1.84,3.58,2,568.11,46.55,0.938,0.035
友谊,friendship,7.68,2.13,6.14,1.45,6.96,1.28,6.29,2.01,7.69,1.79,7.06,0.86,535.18,54.45,0.927,0.016
幼儿,infant,7.93,0.58,5.53,0.49,7.3,1.54,6.9,1.1,7.93,0.57,6.94,0.35,611.24,44.71,0.884,0.066
鱼竿,fishing pole,4.42,0.42,5.31,2.04,4.03,1.8,5.23,0.84,4.47,1.34,4.72,1.07,478.43,52.57,0.906,0.056
羽毛,plume,5.14,2.09,4.04,0.88,3.89,1.37,4.71,1.71,2.54,1.22,3.72,1.09,489.18,33.41,0.875,0.054
语言,language,5.43,1.01,6.89,1.59,3.86,1.43,5.94,1.07,4.4,0.76,4.53,1.31,555.98,30.94,0.941,0.032
玉佩,jade pandent,7,0.47,5.18,1.4,6.86,0.82,5.36,1.35,6.91,1.05,6.51,1.26,555.76,52.51,0.939,0.07
渊博,profound,6,2.12,6.07,1.88,6.15,0.3,6.07,0.67,6.12,0.9,6.12,0.88,634.57,49.14,0.885,0.023
元帅,general,5.68,1.71,5.17,1.5,6.34,0.28,5.97,0.66,6.65,0.9,5.95,0.31,604.68,30.38,0.905,0.032
园林,gardening,6.56,2.12,5.37,1.43,7.15,1.41,6.63,1.48,7.63,1.97,7.23,1.78,548.77,58.51,0.908,0.023
怨恨,feel bitter about,1.43,1.23,6.07,0.83,4.43,1.83,4.25,0.63,5.57,1.91,6.06,0.46,573.55,40.42,0.933,0.026
愿望,wish,6.71,1.44,6.64,0.9,4.79,1.79,5.64,0.83,4.57,1.93,5.44,0.71,508.67,53.79,0.923,0.067
月亮,moon,6.53,2.02,5.27,2.1,7,1.14,6.7,1.64,8,1.45,7.38,0.72,630.7,43.1,0.956,0.041
晕厥,faint,3.08,2.05,5.53,1.84,6.81,1.29,6.5,1.98,6.51,1.58,6.21,0.47,534.11,45.07,0.9,0.009
云彩,clouds,6.66,2.15,4.97,2.02,5.48,1.48,6.11,0.98,5.19,1.91,5.65,0.6,502.6,44.25,0.884,0.062
灾民,victims of a natural calamity,6.29,1.05,7.14,1.59,4.89,0.48,3.64,1.66,5.06,1.91,5.7,1.79,576.87,43.51,0.915,0.053
赞美,accompliments,7.1,1.08,7.27,0.82,3.13,1.06,6.33,0.59,4.67,0.87,5.68,0.36,492.58,51.06,0.902,0.009
赞赏,praise,7.33,1.77,6.97,0.8,3.07,0.25,6.5,1.74,4.91,1.61,5.67,0.58,530.02,24.74,0.957,0.059
赞叹,in awe,7.31,1.7,6.81,0.69,4.47,1.92,6.44,1.64,5.42,1.14,5.58,0.65,489.21,51.63,0.888,0.041
脏物,dirt,2.49,1.58,6.92,0.79,3.97,1.11,3.8,1.2,5.25,0.98,5.19,0.55,468.74,58.56,0.922,0.029
责备,scold,4.4,1.8,4.03,1.24,3.07,0.8,3.1,0.69,4.3,0.59,4.65,1.23,472.78,42.87,0.897,0.037
诈骗,scam,1.86,1.39,6.6,0.49,4.05,1.68,4.54,1.13,5.22,1.37,6.49,0.24,510.19,49.1,0.908,0.032
炸弹,bomb,1.68,0.67,7.25,1.56,5.04,0.52,4.07,0.98,5.99,1.98,6.13,1.02,575.28,57.49,0.955,0.009
战场,battle field,2.18,2.13,6.75,1.25,4.21,1.56,3.86,1.64,6.27,1.19,6.13,1.3,527.75,38.62,0.946,0.04
战俘,war victim,2.32,1.84,6.71,1.42,5.64,0.37,5.5,0.64,6.94,1.36,5.57,0.3,573.28,42.63,0.885,0.066
战友,comrade-in-arms,5.88,0.9,6.39,2.05,6.24,1.25,4.8,0.87,6.2,1.08,6.31,0.4,517.21,51.48,0.902,0.065
长城,the great wall,4.18,0.7,3.5,0.88,6.5,1.47,5.33,1.75,7.43,1.91,6.74,1.77,592.39,47.4,0.879,0.01
珍藏,treasure,4.71,1.13,4.29,1.68,4.46,0.42,4.6,0.79,4.3,0.5,5.19,0.86,549.71,46.81,0.936,0.064
真理,truth,4.32,1.06,4.86,2.02,4.09,1.33,5,1.82,3.82,1.6,3.84,1.4,502.9,35.6,0.957,0.063
真实,real,6.61,0.83,6.63,1.07,6.41,0.26,6.12,1.41,7.03,1.86,6.46,0.81,557.69,57.12,0.943,0.057
争吵,squabble,7.86,0.86,5.97,0.98,4.31,1.54,5.14,1.88,5.23,1.11,5.58,0.49,512.54,38.41,0.909,0.06
整洁,neat and tidy,4.39,2.03,3.44,1.68,4.33,0.89,5.86,1.4,4.79,2.14,4.74,1.61,493.76,61.61,0.874,0.059
整齐,neat and tidy,5.44,1.42,3.78,0.73,6.75,1.3,7.25,1.7,7.28,0.68,6.81,1.44,508.26,58.95,0.939,0.063
正气,integrity,3.83,1.37,4.08,1.6,6.5,1.46,5.41,2.02,6.29,1.62,5.39,1.72,501.2,24.4,0.934,0.01
正义,justice,6.08,1.78,6.39,1.44,5.42,1.03,5.55,0.8,5.71,0.85,5.63,1.94,540.6,38.47,0.886,0.035
知己,confidant,6.8,0.64,5.03,1.39,6.7,1.56,5.47,0.98,7.34,2.14,6.35,1.43,537.65,50.02,0.932,0.029
知识,knowledge,4.32,1.96,4,1.82,4.45,0.63,4.59,1.61,3.37,1.96,3.92,1.67,494.06,46.39,0.882,0.056
知足,content,1.8,1.57,7.8,1.17,3.6,1.61,5.87,1.96,3.39,1.42,4.7,0.26,576.31,57.17,0.896,0.026
智慧,wisdom,6.68,1.74,5.82,0.51,6.32,1.25,5.64,1.16,5.21,2.14,5.06,1.16,558.75,36.65,0.934,0.042
中弹,get shot,3.32,1.07,7.16,0.59,6.36,0.53,6.39,1.67,7.26,1.05,6.91,0.46,569.46,54.83,0.871,0.034
肿瘤,tumor,6.86,0.47,6.28,0.5,4.5,1.11,3.18,1.17,4.05,0.73,4.13,1.35,480.88,24.21,0.936,0.068
重逢,reunion,7.14,1.62,6.09,1.22,7.68,0.94,7.82,0.69,7.5,1.99,7.13,1.8,632.74,26.24,0.922,0.036
重视,emphasize,5.11,1.53,4.36,0.56,5.14,0.87,4.86,1.21,3.7,0.65,4.21,1.21,503.42,41.18,0.939,0.054
珠宝,jem,6.5,0.41,5.33,1.01,6.9,0.58,6.57,0.44,7.33,2.15,6.59,1.82,541.8,55.56,0.956,0.01
主权,sovereignty,4.14,2.35,3.39,0.89,6.32,1.87,5.46,0.04,7.74,1.91,7.06,1.63,597.87,35.9,0.896,0.011
专家,specialist,6.5,1.06,5.25,1.04,6.04,1.77,4.68,1.65,7.5,2.1,6.93,1.66,525.54,39.58,0.899,0.055
庄严,dignity,5.41,1.24,6.86,2.05,5.59,0.28,5.09,0.62,5.24,1.25,5.03,1.1,627.05,62.76,0.878,0.021
庄园,manor,2.32,0.47,7.61,1.15,5.88,1.06,5.39,1.33,7.34,1.11,6,1.74,548.41,45.57,0.879,0.036
壮丽,magnificent,6.68,1.89,6.24,1.05,6.93,0.63,6.2,1.08,7.02,1.82,6.55,0.83,623.42,33.13,0.926,0.035
撞击,crash,3.64,1.29,6.61,0.55,5.92,1.55,4.56,0.91,7.23,1.26,6.7,1.09,579.03,36.85,0.951,0.053
坠毁,fall and crash,5.97,2.07,6.17,0.75,6.23,0.48,3.23,1.98,7.13,2.06,6.24,0.4,560.8,25.24,0.901,0.042
坠机,plane crash,1.89,0.55,6.92,0.56,4.64,1.87,4.61,0.86,6.05,1.34,5.23,1.32,545.96,22.17,0.933,0.057
拙劣,trashy,6.29,1.08,6.46,0.82,4.71,1.4,4.46,0.87,6.14,0.41,5.18,0.41,538.46,39.39,0.89,0.02
茁壮,strong,6.97,1.18,5.94,1.49,7,0.58,7.34,1.33,6.97,0.66,6.22,1.33,583.2,23.75,0.92,0.026
卓越,outstanding,4.83,0.73,4.06,0.77,4.14,0.84,5.79,1.11,3.79,0.44,5.09,0.68,579.44,46.67,0.893,0.061
姿色,female charm,6.5,1.29,6.3,1.32,5.87,0.28,5.67,0.76,7.12,0.62,6.35,0.78,523.63,31.58,0.911,0.062
自卑,low self-esteem,5.12,1.44,4.71,1.69,4.54,1.35,4.8,1.55,4.59,1.82,4.97,1.34,530.21,60.24,0.957,0.064
自豪,proud,4.98,1.68,4.49,1.13,5.15,0.98,5.71,2.04,5,2.02,5.35,1.03,571.31,25.4,0.924,0.054
自杀,suicide,5.03,0.73,3.94,1.04,3.6,0.82,3.83,1.39,5.35,0.42,5.38,1.4,465.94,37.87,0.941,0.028
自信,confidence,1.83,0.87,6.12,1.2,4.32,1.47,5.43,1.28,4.94,2.19,5.79,0.71,537.2,61.83,0.935,0.027
总理,premier,5.54,1.64,6.07,0.71,4.36,0.93,5.5,1.87,4.56,1.77,4.97,1.41,515.41,26.39,0.902,0.013
总统,president,4.95,0.72,3.14,0.59,4.62,0.49,5.76,1.78,4.45,0.7,4.42,0.64,555.15,44.3,0.949,0.061
足迹,foot path,6.36,1.32,4.91,1.35,4.27,1.82,6.36,1.69,4.58,1.02,4.82,1.95,545.12,32.21,0.889,0.064
足球,football,4.93,0.75,7.18,2.06,3.64,1.99,4.61,1.74,3.87,0.56,4.84,0.66,466.76,56.99,0.916,0.042
阻止,prevent,4.01,2.23,3.5,1.06,3.27,1.14,5.5,1.07,3.2,2.07,4.55,0.54,556.18,59.53,0.959,0.013
钻戒,diamond ring,3.03,0.88,5.83,1.38,4.5,1.84,5.32,1.1,3.74,0.77,5.11,1.29,572.99,38.42,0.89,0.042
罪名,accusation,5.54,1.91,5.98,0.96,5.54,0.99,5.46,0.96,6.45,2.04,6.12,0.9,588.99,55.09,0.905,0.054
