word_russian,pos,translate_word_english,n,valid_n,percent_known,aoa_mean,aoa_sd,frequency,frequency_zipf,concrete_mean_grigoriev2022,concrete_soloviev2022_1000,concrete_mean_soloviev2022_500,imagine_mean_grigoriev2009,imagine_mean_tsaparina2011,imagine_mean_pashneva2014,imagine_mean_akinina2014,familiar_mean_tsaparina2011,familiar_mean_grigoriev2010,familiar_mean_pashneva2014
кишмиш,s,"sultana, seedless raisin",20,18,0.9,9.388888889,3.790683454,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
киянка,s,mallet (tool),22,17,0.772727273,10.35294118,2.84914848,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клавесин,s,harpsichord,20,14,0.7,12.07142857,4.428305557,0.8,2.29,6.588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA
клавиатура,s,keyboard,21,21,1,10.04761905,3.41286083,4.8,3.13,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA
клавиша,s,key (on keyboard),21,21,1,7,2.024845673,10.1,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клавишный,a,keyboard,22,22,1,7.5,1.994038735,0.5,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клад,s,treasure,22,22,1,5.409090909,1.708775415,7.5,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кладбище,s,cemetery,21,21,1,6.571428571,1.989256861,43,4.37,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
кладбищенский,a,cemetery,20,20,1,9.1,2.845125101,3.5,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кладка,s,masonry; laying (eggs),23,21,0.913043478,11.61904762,3.338805033,5.7,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кладовая,s,"storage room, pantry",21,21,1,7.571428571,3.042555317,3.2,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кладовщик,s,storekeeper,20,20,1,9.1,3.385728562,1.6,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клаксон,s,"klaxon, horn",25,20,0.8,11.55,3.186732364,0.8,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клан,s,clan,22,22,1,10.09090909,3.022283761,7.9,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клапан,s,valve; flap,21,21,1,11,1.897366596,12,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клапанный,a,valve,20,18,0.9,11.94444444,2.554631831,0.8,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кларнет,s,clarinet,23,22,0.956521739,9.954545455,2.983722072,1.5,2.69,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
класс,s,class,21,21,1,5.761904762,1.261140829,185.8,4.81,NA,3.020833333,NA,NA,NA,NA,NA,NA,NA,NA
классик,s,classic (author),26,26,1,9.961538462,2.76377668,18,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классика,s,classics,28,28,1,10.14285714,2.256091109,17.7,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классификатор,s,classifier,21,20,0.952380952,12.85,2.852053738,3.1,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классификационный,a,classification,24,24,1,12.08333333,2.602952616,1.2,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классификация,s,classification,20,20,1,12.5,3.01749286,19.8,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классифицировать,v,to classify,23,23,1,11.91304348,2.234299636,3.3,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классицизм,s,classicism,20,20,1,13.05,2.01246118,2.5,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
классический,a,classical,20,20,1,8.8,2.284962282,58.2,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
класть,v,"to put, to place",21,21,1,5.285714286,2.261478657,35,3.51,5.533333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
клаустрофобия,s,claustrophobia,20,20,1,10.15,2.739093204,0.4,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клацать,v,"to click, to clack (imperf.)",25,23,0.92,10.08695652,2.778374991,1,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клацнуть,v,"to click, to clack once (perf.)",22,22,1,7.636363636,3.619332411,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клёв,s,bite (fishing),24,23,0.958333333,7.913043478,2.574579286,1.3,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клевать,v,to peck; to bite (fishing),21,21,1,5.857142857,2.151411497,6.7,2.53,NA,NA,NA,NA,NA,5.56,1.15,NA,NA,2.16
клевер,s,clover,26,26,1,6.730769231,2.254909174,1.8,3.13,6.777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
клевета,s,slander,23,23,1,9.260869565,2.649483505,6.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеветать,v,to slander (imperf.),23,23,1,11.34782609,1.991086858,1.9,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеветник,s,slanderer,24,17,0.708333333,10.82352941,3.504199162,1.2,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеветнический,a,slanderous,20,17,0.85,13,1.936491673,1.4,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеврет,s,henchman,30,3,0.1,16,7.549834435,0.4,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеёнка,s,oilcloth,23,23,1,6.47826087,2.107768428,5.3,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеёнчатый,a,oilcloth,21,21,1,10.42857143,3.749285646,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеить,v,to glue (imperf.),20,20,1,4.9,1.943951483,3.3,2.84,NA,NA,NA,NA,NA,6.08,1.29,NA,NA,4.64
клей,s,glue,22,22,1,5.590909091,2.0853021,10.4,3.63,6.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
клейкий,a,sticky,20,19,0.95,7.210526316,1.357241785,2.1,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеймить,v,to brand,26,26,1,12.15384615,3.055386165,3,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клеймо,s,"brand, stigma",20,20,1,10.6,2.479388719,4.4,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клейстер,s,paste,23,16,0.695652174,14.25,2.265686062,0.4,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клёкот,s,clucking,23,9,0.391304348,11.88888889,2.758824226,1.2,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клен,s,maple,20,20,1,6.3,2.178845663,6.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кленовый,a,maple,20,20,1,7.35,2.814903943,1.7,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клерк,s,clerk,28,22,0.785714286,14.13636364,2.435754592,4.1,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клёст,s,crossbill,25,13,0.52,9.692307692,2.358835001,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клетка,s,cage; cell,20,20,1,6.6,2.112618729,109.6,3.68,NA,2.191489362,NA,NA,NA,NA,1.19,NA,NA,NA
клеточный,a,cellular; cage,20,20,1,10.05,3.153527682,12.2,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клетчатка,s,fiber; cellulose,24,24,1,12.66666667,2.057154359,1.3,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клетчатый,a,checkered,20,20,1,6.95,2.327750213,6.6,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клецки,s,dumplings,24,22,0.916666667,11.09090909,3.998917602,0.8,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клешня,s,"claw, pincer",22,22,1,7.363636364,2.64656929,1.9,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клещ,s,tick (insect),30,30,1,8,2.149578948,7.3,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клещи,s,"pincers, pliers",23,23,1,7.47826087,2.77766359,1,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клиент,s,client,20,20,1,9.05,3.394655242,87.9,4.43,NA,1.861538462,NA,NA,NA,NA,NA,NA,NA,NA
клиентура,s,clientele,21,21,1,12.42857143,3.00950874,3,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клизма,s,enema,20,20,1,8.55,3.845366316,2.5,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клика,s,clique,20,9,0.45,11,3.840572874,1,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кликушество,s,"ranting, hysterical behavior",21,15,0.714285714,13.2,3.144155576,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
климат,s,climate,22,22,1,9.272727273,2.292468376,22.6,4.11,NA,NA,NA,4.17,NA,NA,NA,NA,NA,NA
климатический,a,climatic,20,20,1,9.4,2.062190966,8,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клин,s,wedge; patch (of land),20,20,1,10.6,3.234680493,8.7,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клиника,s,clinic,20,20,1,7.7,2.408318916,22.3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клинический,a,clinical,20,20,1,11.35,2.518876107,17.4,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клиновидный,a,wedge-shaped,20,19,0.95,11.89473684,3.17795771,1.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клинок,s,blade,20,20,1,8.8,2.546411303,4.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клинописный,a,cuneiform,30,26,0.866666667,13.65384615,2.243966269,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клинопись,s,cuneiform,20,16,0.8,12.5,3.847076812,0.5,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клип,s,clip (music/video),26,26,1,9.230769231,2.761270611,4,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клич,s,"call, cry",20,19,0.95,9.157894737,2.630233574,2.7,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кличка,s,nickname (for animal),20,20,1,7.55,2.543826376,15.5,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клише,s,cliche; printing plate,20,20,1,12.85,3.166851333,2.5,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клок,s,"tuft, lock (of hair)",24,21,0.875,7.19047619,2.874352929,11.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клокотание,s,"seething, bubbling",25,16,0.64,10.875,3.304037934,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клокотать,v,"to seethe, to bubble",28,18,0.642857143,13.38888889,2.659917931,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клониться,v,"to lean, to tilt; to be inclined (imperf.)",24,24,1,8.916666667,3.752293984,3.3,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клоп,s,bedbug,20,20,1,6.65,4.439950213,6.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клоун,s,clown,25,25,1,4.48,1.326649916,13.9,3.67,NA,NA,NA,6.57,4.29,NA,1.39,3.28,1.9,NA
клоунада,s,clownery,20,20,1,9.8,3.105173951,3.8,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клоунский,a,clownish,20,20,1,6.7,2.29645035,1.9,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клочковатый,a,"tufted, ragged",20,19,0.95,11.78947368,4.00803287,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клуб,s,club; cloud (of smoke),21,21,1,10,3.898717738,103,5.07,NA,2.150943396,NA,NA,NA,NA,NA,NA,NA,NA
клубень,s,tuber,20,20,1,8.2,2.87640126,2.7,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клубника,s,strawberry,20,20,1,5.05,1.820208201,4.5,3.04,NA,NA,NA,6.77,4.94,NA,1.03,4.25,3.45,NA
клубничный,a,strawberry,21,21,1,4.428571429,1.776835068,1.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клубный,a,club,23,21,0.913043478,11.71428571,2.305273458,5.5,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клубок,s,"tangle, ball (of yarn)",20,20,1,4.95,1.605090586,6.8,3.28,6.222222222,NA,NA,NA,NA,NA,1.04,NA,NA,NA
клумба,s,flowerbed,20,20,1,5.9,2.074912807,8.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клык,s,"fang, tusk",20,20,1,6.2,1.23969436,5.9,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клыкастый,a,big-fanged,20,20,1,6.2,1.962812161,0.6,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клюв,s,beak,20,20,1,5.3,1.976173868,6.6,3.26,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA
клюка,s,crutch,21,17,0.80952381,10.41176471,3.709090581,1.1,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клюква,s,cranberry,20,20,1,5.85,2.796143961,3.5,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клюквенный,a,cranberry,20,20,1,6.2,1.704483252,1.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клюнуть,v,to peck (perf.),26,26,1,5.192307692,2.433421143,5.2,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ключ,s,key; spring (water),20,20,1,4.2,1.281446551,78,4.68,NA,1.958333333,NA,6.73,4.85,NA,1.18,4.69,4.6,NA
ключевой,a,"key, crucial",20,20,1,9.55,2.459674775,36,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ключица,s,collarbone,20,20,1,11.55,3.456115861,3.6,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ключница,s,housekeeper (keeper of keys),21,21,1,12.19047619,3.627933952,0.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клюшка,s,hockey stick,21,21,1,5.857142857,1.352246808,1.9,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клякса,s,"blot, inkblot",20,20,1,6.1,1.803505359,4.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клянчить,v,"to beg, to pester for (imperf.)",23,23,1,6.347826087,3.098514243,2,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кляп,s,gag,22,22,1,12.68181818,2.732282556,1.4,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клясться,v,"to swear, to vow (imperf.)",20,20,1,9.05,2.855742138,17.9,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
клятва,s,"oath, vow",20,20,1,7.05,2.502104377,11.9,3.34,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
клятвенно,adv,"under oath, solemnly",24,23,0.958333333,10.60869565,2.658419394,1,2.43,3.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
клятвенный,a,"sworn, solemn",21,21,1,10.42857143,3.264527969,0.5,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кляуза,s,"petty complaint, malicious report",20,15,0.75,16,4.705619741,0.6,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кляча,s,"nag, old horse",20,18,0.9,8.5,2.955553098,1.6,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
книга,s,book,21,21,1,4.095238095,1.300183137,413.9,5.05,NA,1.775,NA,6.87,4.97,NA,1.05,4.64,4.4,NA
книгоиздание,s,book publishing,21,20,0.952380952,9.7,2.319255779,1.8,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
книгопечатание,s,book printing,23,23,1,10.86956522,2.201329099,0.6,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
книжник,s,"bookman, scribe",20,18,0.9,10.55555556,3.807457423,2.4,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
книжный,a,book; bookish,20,20,1,5.9,1.618966532,31.2,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кнопка,s,button; thumbtack,20,20,1,5,1.716790151,33,3.66,NA,NA,1.305084746,NA,NA,NA,1.19,NA,NA,NA
кнут,s,whip,20,20,1,7.4,2.161870535,8.2,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
княжеский,a,princely,20,20,1,8.55,2.910507281,5.6,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
княжество,s,principality,22,22,1,9.454545455,2.463587642,3.6,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
князь,s,prince,25,25,1,7.72,2.700617213,86,4.52,NA,1.770833333,NA,NA,NA,NA,NA,NA,NA,NA
коала,s,koala,20,20,1,9,3.524351377,0.4,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коалиционный,a,coalition,23,22,0.956521739,14.36363636,1.989148048,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коалиция,s,coalition,20,20,1,13.2,2.117595459,9,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кобальт,s,cobalt,20,19,0.95,13.31578947,1.416279617,1.5,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кобель,s,male dog,20,20,1,10.1,3.401238165,5.3,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кобра,s,cobra,20,20,1,6.9,2.074912807,2.7,3.15,6.777777778,NA,NA,NA,NA,NA,1.2,NA,NA,NA
кобура,s,holster,21,21,1,9.19047619,4.007730625,7.9,2.31,NA,NA,NA,NA,NA,NA,1.65,NA,NA,NA
кобыла,s,mare,20,20,1,5.85,1.843195166,5.8,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кованый,a,forged,21,21,1,10.14285714,2.372461049,4.1,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коварно,adv,treacherously,30,30,1,9.466666667,3.025561599,1.4,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коварный,a,treacherous,25,25,1,8.52,3.02930135,10.9,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коварство,s,treachery,21,21,1,10.57142857,1.989256861,4.3,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковать,v,to forge (imperf.),24,24,1,8.083333333,2.796218979,2.8,2.68,NA,NA,NA,NA,NA,NA,1.71,NA,NA,NA
ковбой,s,cowboy,20,20,1,9.55,2.981963324,4.3,3.07,NA,NA,NA,5.87,NA,NA,NA,NA,NA,NA
ковбойский,a,cowboy,20,20,1,8.25,2.359192547,1.5,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковёр,s,"carpet, rug",20,20,1,4.3,1.922169827,29.5,3.77,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA
коверкать,v,"to distort, to mutilate",30,30,1,8.666666667,3.397091386,1,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коверкотовый,a,covercot (fabric),24,4,0.166666667,12.25,3.774917218,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковка,s,forging,20,19,0.95,8.842105263,3.640255759,0.9,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коврига,s,loaf of bread,20,8,0.4,12.5,3.16227766,0.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковролин,s,"carpeting, wall-to-wall carpet",21,21,1,12.0952381,3.645610537,0.5,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковчег,s,ark,20,20,1,11.05,4.019361039,3.4,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковш,s,ladle; bucket (excavator),22,22,1,5.409090909,1.221205139,4.8,2.95,NA,NA,NA,NA,4.41,NA,1.21,3.78,NA,NA
ковыль,s,feather grass,20,14,0.7,11.14285714,3.977961265,1.2,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковылять,v,"to limp, to hobble (imperf.)",23,23,1,8.652173913,2.870044277,2.8,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковырнуть,v,"to pick at, to poke (perf.)",22,22,1,7.818181818,3.201731133,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ковырять,v,"to pick at, to poke (imperf.)",20,20,1,6.75,2.381397202,3.9,2.52,NA,NA,NA,NA,NA,NA,1.23,NA,NA,NA
ковыряться,v,"to fiddle with, to pick at (imperf.)",20,20,1,4.7,1.174285897,3.1,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когда,advpro; conj,when,20,20,1,4.7,2.903718125,2034.1,6.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когда-либо,advpro,"ever, at any time",21,21,1,8.380952381,2.290768222,7,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когда-нибудь,advpro,"sometime, ever",21,21,1,5.857142857,2.434865793,40.4,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когда-то,advpro,"once, at some time",22,22,1,7.181818182,2.21759981,108.8,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когнитивный,a,cognitive,26,22,0.846153846,13.95454545,2.836451048,5.4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
когорта,s,cohort,20,13,0.65,15.15384615,2.672269755,2.1,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коготь,s,"claw, talon",20,20,1,6,2.316985337,8.3,2.88,NA,NA,NA,NA,NA,NA,1.27,NA,NA,NA
когтистый,a,"clawed, taloned",20,20,1,8.05,2.438183103,1.1,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
код,s,code,20,20,1,7.2,1.962812161,19,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кодекс,s,codex; codec,20,20,1,11.8,2.667543715,85.4,4.28,NA,2.354166667,NA,NA,NA,NA,NA,NA,NA,NA
кодирование,s,"coding, encoding",28,27,0.964285714,13.11111111,2.136376035,2.1,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кодовый,a,code,20,19,0.95,9.157894737,2.38660982,3.3,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кое-где,advpro,here and there,20,20,1,6.9,2.221900562,13.3,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кое-как,advpro,"somehow, anyhow",20,20,1,6.05,2.038446261,16.4,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кое-кто,spro,"someone, somebody",20,20,1,7.25,3.416292235,16,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кое-что,spro,something,20,20,1,6.1,1.83245593,42.4,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожа,s,skin; leather,20,20,1,5,1.835325871,109.5,4.21,NA,1.978723404,NA,NA,NA,NA,NA,NA,NA,NA
кожанка,s,leather jacket,20,20,1,11,2.901905,1.6,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожаный,a,leather,20,19,0.95,7.736842105,2.104020101,31.1,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожевенный,a,leather (industry),20,15,0.75,11.66666667,3.265986324,1.1,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожный,a,"skin, cutaneous",20,20,1,7.7,3.341918768,3,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожура,s,"peel, rind",21,21,1,4.904761905,1.48002574,3.1,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кожух,s,"casing, cover",20,19,0.95,13.94736842,4.390313634,2.4,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коза,s,goat,19,19,1,3.473684211,0.904827857,16.2,3.44,NA,NA,NA,6.63,NA,NA,1.03,NA,1.7,NA
козёл,s,goat; bastard (vulgar),20,19,0.95,5.052631579,1.393384537,19.5,3.54,NA,NA,NA,NA,4.21,NA,1.08,3.19,NA,NA
козий,a,goat,20,19,0.95,7,2.516611478,4,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козни,s,"plots, intrigues",21,20,0.952380952,9.75,2.917731635,2.4,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козырёк,s,peak (of a cap); visor,21,21,1,6.761904762,1.609495632,8.5,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козырной,a,trump (card),20,20,1,9.75,2.268201235,1.4,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козырнуть,v,to play a trump card (perf.),20,20,1,13.5,3.441236008,1.8,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козырь,s,trump card,20,20,1,8.6,2.96292885,6,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
козырять,v,to show off; to play trumps (imperf.),20,18,0.9,12.66666667,3.880570001,1.2,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
койка,s,"bunk, bed",20,20,1,8.15,3.543340678,26,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
койот,s,coyote,20,19,0.95,9.052631579,4.2749098,0.5,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кок,s,cook (on a ship),20,14,0.7,10.42857143,4.219265078,2.2,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокарда,s,cockade,20,16,0.8,13.0625,4.296801136,1.2,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокетка,s,flirt; coquette,21,21,1,11.14285714,2.903200205,1,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокетливо,adv,coquettishly,23,23,1,11.13043478,2.599026878,3,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокетливый,a,coquettish,21,21,1,12.33333333,2.780887149,2.7,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокетничать,v,to flirt (imperf.),20,20,1,13.25,4.39946169,3.2,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокетство,s,"coquetry, flirtation",23,22,0.956521739,12.63636364,3.645551164,3.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коклюш,s,whooping cough,20,14,0.7,12.28571429,4.195759241,0.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокон,s,cocoon,20,20,1,8.7,2.921787485,2.5,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокос,s,coconut,20,20,1,5.9,2.807883638,1,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокосовый,a,coconut,30,30,1,7.4,2.485821865,2,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
кокс,s,coke (fuel),20,19,0.95,15.10526316,3.842665985,1.7,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
коксовый,a,coke,21,17,0.80952381,12.17647059,3.1471275419999998,0.5,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
